5,50,0.9819936752
5,150,1.077705145
5,250,1.723272324
5,350,2.180916786
5,450,2.874680519
5,550,3.453615904
5,650,4.127102613
5,750,4.53898263
5,850,5.844167709
5,950,6.972553968
5,1050,7.053482294
15,50,1.446128368
15,150,3.760777712
15,250,7.417129278
15,350,12.28077984
15,450,13.56198883
15,550,16.66962194
15,650,28.31058359
15,750,22.69144487
15,850,25.84530258
15,950,33.30747652
15,1050,32.65159106
25,50,2.669136763
25,150,10.09070134
25,250,14.29103494
25,350,19.91247606
25,450,26.70546818
25,550,31.83458209
25,650,38.28615141
25,750,51.55243134
25,850,51.24100256
25,950,56.47320247
25,1050,62.1595428
35,50,4.425635338
35,150,13.0094533
35,250,22.55942416
35,350,45.1467886
35,450,40.63971758
35,550,50.77882361
35,650,68.08510113
35,750,68.69204068
35,850,78.61952281
35,950,127.8141384
35,1050,98.39411688
45,50,6.799445868
45,150,18.58095574
45,250,30.92900157
45,350,43.92020249
45,450,56.73901796
45,550,91.06514072
45,650,120.7418935
45,750,97.12788296
45,850,123.95997
45,950,177.4967504
45,1050,135.1533165
55,50,7.699456453
55,150,24.0602684
55,250,40.58866286
55,350,74.96295905
55,450,84.74981856
55,550,90.24189663
55,650,107.9013431
55,750,125.1888435
55,850,204.7894609
55,950,157.0538955
55,1050,252.5047543
65,50,10.5133996
65,150,30.87737131
65,250,50.76294923
65,350,103.8306139
65,450,135.7569695
65,550,113.4217803
65,650,157.0349658
65,750,226.3851061
65,850,177.6477203
65,950,288.902298
65,1050,322.884867
75,50,11.97820234
75,150,37.48558354
75,250,72.1402998
75,350,88.14943266
75,450,114.4188011
75,550,160.3813999
75,650,191.23329
75,750,192.253072
75,850,315.6059217
75,950,359.5788085
75,1050,389.9450467
85,50,14.82880449
85,150,44.90865135
85,250,85.93063593
85,350,110.1229131
85,450,196.9587247
85,550,190.359787
85,650,224.7960522
85,750,258.2484426
85,850,334.247632
85,950,413.8652558
85,1050,323.7362347
95,50,13.94273686
95,150,53.15269995
95,250,129.0534992
95,350,215.6392367
95,450,231.3345008
95,550,199.9965689
95,650,338.8365238
95,750,392.4067733
95,850,445.921566
95,950,497.7359152
95,1050,549.2212605
105,50,21.12678289
105,150,59.50517392
105,250,101.8157783
105,350,143.1320803
105,450,265.6536849
105,550,228.7756536
105,650,313.1076813
105,750,446.6385853
105,850,457.4292018
105,950,569.9207752
105,1050,633.7369311
115,50,25.67756939
115,150,101.8968928
115,250,116.7093759
115,350,239.4610889
115,450,309.3259416
115,550,377.7933922
115,650,452.179882
115,750,361.5461659
115,850,589.7655363
115,950,662.579102
115,1050,731.0953562
125,50,20.56471896
125,150,80.53680158
125,250,134.3696091
125,350,359.9165852
125,450,317.1412213
125,550,427.6499574
125,650,514.5468571
125,750,597.6550381
125,850,672.2597401
125,950,756.3968909
125,1050,833.6183186
