Filename,Execution_Time
rd53_251.qasm,1.2760319709777832
square_root_7.qasm,7.166697025299072
dc2_222.qasm,10.088624000549316
cycle10_2_110.qasm,8.450901985168457
urf1_278.qasm,69.31001281738281
cm82a_208.qasm,0.493877649307251
cm85a_209.qasm,13.406511068344116
urf1_149.qasm,206.57405948638916
sqn_258.qasm,10.969093322753906
mlp4_245.qasm,24.06199026107788
ham15_107.qasm,10.186696529388428
hwb8_113.qasm,71.61192107200623
rd84_253.qasm,14.24516248703003
urf2_277.qasm,26.349148511886597
root_255.qasm,20.197001695632935
sqrt8_260.qasm,3.5957016944885254
rd73_252.qasm,5.666356325149536
life_238.qasm,27.09970760345459
cm42a_207.qasm,1.709505319595337
qft_10.qasm,0.16837525367736816
pm1_249.qasm,1.6766464710235596
9symml_195.qasm,38.442054271698
z4_268.qasm,3.4577107429504395
dist_223.qasm,49.19909954071045
inc_237.qasm,12.53542423248291
adr4_197.qasm,3.707113742828369
